date,open,high,low,Close,adj close,volume
2015/8/18,-0.005634,0.032921,0.041881,0.029195,-0.63501,-0.880274212
2015/8/17,0.010349,0.040115,0.054546,0.035274,1.154533,-0.637218425
2015/8/14,0.007034,0.031905,0.049868,0.029107,0.77929,-0.558628849
2015/8/13,-0.000781,0.046613,0.04986,0.033084,-0.086579,-0.34315705
2015/8/13,-0.000781,0.046613,0.04986,0.033084,-0.086579,-0.34315705
2015/8/12,0.01542,0.030605,0.057073,0.004046,1.68367,1.681604504
2015/8/11,-0.052038,0.022815,0.026027,-0.01608,-5.993866,1.522691986
2015/8/10,0.036357,0.048485,0.079616,0.048485,4.040795,-0.096573033
2015/8/7,0.003388,0.034432,0.049509,0.03371,0.375229,-0.722322541
2015/8/6,0.002176,0.049259,0.054055,0.032521,0.240516,-0.175308657
2015/8/5,0.00663,0.02871,0.069604,0.020969,0.727906,1.608391827
2015/8/5,0.00663,0.02871,0.069604,0.020969,0.727906,1.608391827
2015/8/4,-0.032084,0.035111,0.037579,-0.00165,-3.639489,2.562551057
2015/8/3,-0.023578,0.045824,0.055034,0.011566,-2.739196,0.480872787
2015/7/31,-0.008744,0.046065,0.046406,0.031645,-1.024811,-0.560339156
2015/7/30,-0.005041,0.038414,0.040537,0.033236,-0.593804,-0.916109951
2015/7/29,-0.003161,0.042156,0.045118,0.034709,-0.373535,-0.786072799
2015/7/29,-0.003161,0.042156,0.045118,0.034709,-0.373535,-0.786072799
2015/7/28,0.004969,0.04929,0.053798,0.042231,0.584244,-0.916501977
2015/7/27,-0.013896,0.032277,0.036638,0.024143,-1.656937,-0.499978765
2015/7/27,-0.013896,0.032277,0.036638,0.024143,-1.656937,-0.499978765
2015/7/24,-0.005273,0.045437,0.048941,0.033591,-0.63211,-0.588115314
2015/7/23,-0.000479,0.052274,0.059695,0.042768,-0.057473,-0.248467527
2015/7/22,-0.042294,-0.025851,0.002179,-0.025851,-5.296409,2.228637604
2015/7/21,-0.009995,0.050269,0.050822,0.030267,-1.264275,0.741469792
2015/7/20,0.018902,0.054977,0.071087,0.052802,2.346543,0.055186941
2015/7/17,0.008637,0.048733,0.053121,0.042477,1.063102,-0.434287596
2015/7/16,0.013326,0.051677,0.05851,0.048466,1.618622,-0.816408652
2015/7/15,0.009633,0.045017,0.056903,0.043853,1.158898,-0.915306683
2015/7/14,-0.000398,0.04726,0.050002,0.038951,-0.047898,-0.987604634
2015/7/13,0.019306,0.058924,0.065106,0.05291,2.279473,-0.61585688
2015/7/10,0.026734,0.060363,0.076972,0.054015,3.074409,0.149515186
2015/7/9,-0.020397,0.055006,0.056795,0.015566,-2.394401,0.782409549
2015/7/8,-0.024823,0.034051,0.03538,0.017935,-2.988213,0.126727745
2015/7/7,-0.00246,0.043191,0.045345,0.025623,-0.296906,-0.404228468
2015/7/6,-0.00348,0.031716,0.042368,0.030973,-0.421402,-1.13010589
2015/7/2,-0.001264,0.0427,0.044845,0.037257,-0.153251,-1.162751618
2015/7/1,0.009328,0.056339,0.056672,0.048764,1.120582,-1.04638155
2015/6/30,0.007227,0.052822,0.057434,0.046869,0.861992,-0.503237957
2015/6/29,-0.017515,0.033476,0.041796,0.025403,-2.126236,-0.319112821
2015/6/26,-0.005882,0.045494,0.048115,0.035995,-0.718322,-0.51491801
2015/6/25,-0.004762,0.050215,0.052986,0.039131,-0.584237,-0.981070876
2015/6/24,0.008502,0.045582,0.06687,0.044842,1.034386,-0.08391676
2015/6/23,-0.004545,0.043039,0.044102,0.038129,-0.555504,-1.04522469
2015/6/22,0.007978,0.051442,0.056143,0.048061,0.967339,-0.900313631
2015/6/19,-0.010009,0.042714,0.043613,0.032019,-1.225922,-0.105593463
2015/6/18,0.004556,0.043528,0.052386,0.043446,0.555489,-0.847739942
2015/6/17,-0.002351,0.045084,0.046393,0.037065,-0.287331,-0.943405685
2015/6/16,0.005358,0.045007,0.051753,0.039578,0.651276,-0.998135514
2015/6/15,-0.001966,0.035317,0.044677,0.032115,-0.239441,-0.517912009
2015/6/12,-0.011043,0.040855,0.041991,0.032085,-1.360001,-0.790896249
2015/6/11,-0.00225,0.046533,0.054634,0.040862,-0.277771,-0.848366414
2015/6/10,0.011458,0.048199,0.059835,0.047626,1.398339,-0.706299461
2015/6/9,-0.002973,0.035115,0.04639,0.026292,-0.363953,-0.053381052
2015/6/9,-0.002973,0.035115,0.04639,0.026292,-0.363953,-0.053381052
2015/6/8,-0.006607,0.046131,0.048647,0.029331,-0.814102,-0.184079266
2015/6/5,-0.005489,0.045232,0.046766,0.036031,-0.680008,-0.839299864
2015/6/4,-0.005841,0.039769,0.047793,0.034393,-0.72789,-0.730789522
2015/6/3,0.001231,0.049726,0.051976,0.04362,0.153221,-1.021376475
2015/6/2,-0.004443,0.038663,0.045062,0.034344,-0.555481,-0.9145995
2015/6/1,0.001996,0.044102,0.052998,0.042259,0.249016,-0.974356479
2015/5/29,-0.011383,0.039745,0.041488,0.029207,-1.43663,-0.252887422
2015/5/28,-0.001969,0.042679,0.043391,0.036669,-0.249032,-1.027376002
2015/5/28,-0.001969,0.042679,0.043391,0.036669,-0.249032,-1.027376002
2015/5/27,0.01867,0.049902,0.065368,0.047566,2.317788,-0.447028424
2015/5/26,-0.022031,0.044575,0.047017,0.017161,-2.796654,0.508606667
2015/5/22,0.008752,0.045771,0.056658,0.044182,1.10141,-0.456144938
2015/5/21,0.010226,0.044183,0.056706,0.042256,1.273826,-0.681582639
2015/5/20,-7.70E-05,0.04354,0.051407,0.038242,-0.009574,-0.807472777
2015/5/19,-0.000922,0.048112,0.049636,0.039691,-0.114953,-0.493149067
2015/5/18,0.011028,0.04094,0.059913,0.040778,1.360032,-0.252948916
2015/5/15,-0.001396,0.045074,0.048475,0.038111,-0.172394,-0.740094362
2015/5/14,0.023331,0.055702,0.068463,0.053631,2.815811,-0.471230231
2015/5/13,0.001112,0.046425,0.055052,0.044102,0.134087,-0.87514329
2015/5/12,-0.003562,0.038151,0.048731,0.031704,-0.430977,-0.357600498
2015/5/11,-0.010187,0.04222,0.043611,0.027821,-1.245118,-0.592977198
2015/5/8,0.018841,0.055939,0.063774,0.051187,2.260338,-0.073558833
2015/5/7,0.006185,0.046451,0.057438,0.04016,0.73748,-0.519756834
2015/5/6,-0.00628,0.054798,0.056381,0.028128,-0.753486,0.564082113
2015/5/5,-0.022533,0.043983,0.046427,0.024676,-2.765961,-0.314885096
2015/5/4,-0.001939,0.052936,0.061636,0.042853,-0.238434,-0.248897986
2015/5/1,0.030364,0.056422,0.090184,0.04972,3.624352,0.040289974
2015/4/30,-0.02713,0.048464,0.048464,0.015373,-3.32869,0.988945474
2015/4/29,-0.014706,0.045251,0.056735,0.030315,-1.831253,0.227597434
2015/4/28,-0.015756,0.06277,0.063402,0.024119,-1.993378,2.362133804
2015/4/27,0.018192,0.064801,0.0714,0.055465,2.26046,1.51774939
2015/4/24,0.004704,0.055094,0.056226,0.044906,0.581788,-0.497273021
2015/4/23,0.008164,0.045855,0.063136,0.044551,1.001457,-0.449422854
2015/4/22,0.013474,0.049124,0.064656,0.043589,1.630951,-0.761367508
2015/4/22,0.013474,0.049124,0.064656,0.043589,1.630951,-0.761367508
2015/4/21,-0.005407,0.052572,0.053394,0.040822,-0.658089,-0.961969244
2015/4/20,0.022846,0.055355,0.076787,0.051993,2.718262,-0.400096827
2015/4/17,-0.011255,0.043311,0.048214,0.034254,-1.354363,-0.211667097
2015/4/16,-0.004811,0.044329,0.05111,0.042923,-0.581802,-1.118245198
2015/4/15,0.0038,0.049377,0.055354,0.046056,0.457802,-1.095131069
2015/4/14,-0.004336,0.049703,0.0521,0.040694,-0.524575,-1.227566495
2015/4/13,-0.001967,0.05894,0.06059,0.044421,-0.238441,-0.810924139
2015/4/10,0.004267,0.04341,0.053848,0.037694,0.515045,-0.663995301
2015/4/9,0.007643,0.05055,0.056644,0.040617,0.915619,-0.960089827
2015/4/8,-0.003254,0.047132,0.051708,0.03981,-0.39106,-0.773870046
2015/4/7,-0.010522,0.050851,0.054803,0.037185,-1.278038,-0.862917476
2015/4/6,0.016198,0.041352,0.066786,0.040181,1.936157,-0.779066305
2015/4/2,0.008612,0.055045,0.059518,0.047957,1.020539,-0.970232525
2015/4/1,-0.001447,0.05175,0.054278,0.037257,-0.171669,-0.647338062
2015/4/1,-0.001447,0.05175,0.054278,0.037257,-0.171669,-0.647338062
2015/3/31,-0.015352,0.04614,0.049459,0.031787,-1.850342,-0.590871022
2015/3/30,0.025314,0.055269,0.07526,0.054844,2.975784,-0.398351929
2015/3/27,-0.007968,0.051248,0.052345,0.03724,-0.944244,-0.688662158
2015/3/26,0.00697,0.043195,0.06121,0.041835,0.820251,-0.380165022
2015/3/25,-0.026127,0.047222,0.049539,0.021071,-3.156997,-0.223266439
2015/3/24,-0.004088,0.048628,0.055304,0.043106,-0.495957,-0.946318972
2015/3/23,0.010405,0.058623,0.064703,0.053627,1.249436,-0.759245958
2015/3/20,-0.012549,0.054631,0.055864,0.029221,-1.52604,0.431642844
2015/3/19,-0.00755,0.050749,0.054829,0.039731,-0.925155,-0.447939307
2015/3/18,0.011256,0.048134,0.06596,0.042934,1.363907,0.30003759
2015/3/17,0.016727,0.056435,0.06835,0.054337,1.993393,-0.247560488
2015/3/16,0.011004,0.050924,0.060001,0.042356,1.297134,-0.829787481
2015/3/13,-0.00691,0.048042,0.056467,0.032709,-0.820236,-0.21665197
2015/3/12,0.018079,0.049064,0.071279,0.043232,2.107841,-0.349809953
2015/3/11,-0.018232,0.050485,0.050653,0.028254,-2.165085,0.441016865
2015/3/10,-0.020686,0.042444,0.049123,0.02092,-2.50843,0.437849914
2015/3/9,0.004265,0.059727,0.07306,0.03571,0.515045,1.193917141
2015/3/6,0.001503,0.064969,0.073014,0.047219,0.181198,0.591028099
2015/3/5,-0.016571,0.04879,0.050177,0.025788,-2.031524,-0.036404812
2015/3/4,-0.006339,0.046356,0.050085,0.040034,-0.782105,-0.991517202
2015/3/3,0.002092,0.047408,0.051956,0.040342,0.257523,-0.755148908
2015/3/2,0.004904,0.054911,0.063318,0.047158,0.60086,-0.360033362
2015/2/27,-0.015028,0.045087,0.04967,0.030938,-1.869385,0.17489307
2015/2/26,0.012656,0.048463,0.065396,0.030716,1.554642,1.299956185
2015/2/25,-0.025573,0.043625,0.043942,0.016574,-3.223755,0.66288406
2015/2/24,-0.006241,0.047991,0.053194,0.034037,-0.791626,0.452128097
2015/2/23,0.027027,0.052674,0.0768,0.049759,3.338196,0.519233632
2015/2/20,0.008175,0.049851,0.057034,0.045199,1.001488,-0.327299236
2015/2/19,-0.002098,0.046509,0.050989,0.045287,-0.257538,-0.772594041
2015/2/18,0.006963,0.046823,0.056256,0.045347,0.848885,-0.483213912
2015/2/17,0.005902,0.051846,0.063314,0.047143,0.715316,0.218615439
2015/2/17,0.005902,0.051846,0.063314,0.047143,0.715316,0.218615439
2015/2/13,0.004903,0.055262,0.055262,0.041748,0.591339,-0.122685004
2015/2/12,0.012652,0.058371,0.070293,0.054257,1.506981,0.653767547
2015/2/11,0.023439,0.054908,0.073382,0.052588,2.727799,0.618688954
2015/2/10,0.019212,0.052405,0.069745,0.052317,2.193687,0.174650936
2015/2/9,0.006643,0.045114,0.056486,0.044056,0.753487,-0.71389015
2015/2/6,-0.008421,0.049163,0.051173,0.035439,-0.963326,-0.52876189
2015/2/5,0.007137,0.056651,0.0585,0.049872,0.810708,-0.584890712
2015/2/4,0.00767,0.051271,0.069103,0.049585,0.86454,0.48754875
2015/2/4,0.00767,0.051271,0.069103,0.049585,0.86454,0.48754875
2015/2/3,0.000169,0.051448,0.056683,0.043551,0.018997,-0.213254416
2015/2/2,0.012547,0.060598,0.07066,0.042898,1.396538,0.202730721
2015/1/30,-0.014634,0.048175,0.062339,0.034453,-1.653061,1.010087946
2015/1/29,0.031134,0.061821,0.08802,0.054884,3.410606,1.036641906
2015/1/28,0.056533,0.134483,0.139209,0.112108,5.861672,3.421106039
2015/1/27,-0.035013,0.046273,0.046831,0.014723,-3.762108,1.464499265
2015/1/26,0.001062,0.059682,0.065458,0.050924,0.11399,-0.071076005
2015/1/23,0.00516,0.051665,0.065244,0.044454,0.551026,-0.422753592
2015/1/22,0.026015,0.059423,0.080658,0.054235,2.707573,-0.140971839
2015/1/21,0.007634,0.054828,0.075257,0.048245,0.788528,-0.341615852
2015/1/20,0.025757,0.070974,0.082196,0.057666,2.593575,-0.290729409
2015/1/16,-0.00777,0.054671,0.060091,0.036638,-0.788521,0.808994256
2015/1/15,-0.02714,0.054519,0.055094,0.0225,-2.831085,0.097994585
2015/1/14,-0.003811,0.041332,0.05518,0.036175,-0.39901,-0.350797703
2015/1/13,0.008879,0.073605,0.086805,0.049326,0.921524,0.370025666
2015/1/12,-0.024641,0.058146,0.058428,0.022436,-2.622078,-0.300303286
2015/1/9,0.001073,0.059939,0.065396,0.036797,0.114021,-0.144696081
2015/1/8,0.038422,0.067059,0.095585,0.061882,3.933091,0.073031787
2015/1/7,0.014022,0.061913,0.071819,0.05696,1.41555,-0.667150722
2015/1/6,9.40E-05,0.055474,0.064291,0.036552,0.009498,0.320261492
2015/1/5,-0.028172,0.042589,0.046055,0.014861,-2.926078,0.262164856
2015/1/2,-0.009513,0.062233,0.06271,0.023707,-0.997521,-0.163717003
2014/12/31,-0.019019,0.055408,0.058308,0.030992,-2.03305,-0.617282777
2014/12/31,-0.019019,0.055408,0.058308,0.030992,-2.03305,-0.617282777
2014/12/30,-0.012203,0.050106,0.052694,0.035968,-1.320557,-1.060113971
2014/12/29,-0.000702,0.050755,0.059804,0.049924,-0.075996,-1.147843121
2014/12/26,0.017677,0.053447,0.076189,0.052601,1.881042,-0.912547131
2014/12/24,-0.004709,0.052976,0.054191,0.047644,-0.503517,-1.652068577
2014/12/23,-0.003542,0.055304,0.056236,0.048128,-0.379997,-1.208203512
2014/12/22,0.010378,0.05618,0.068704,0.054391,1.102035,-0.472613851
2014/12/19,-0.007723,0.048957,0.058114,0.043351,-0.82653,1.190123718
2014/12/18,0.029613,0.076268,0.083773,0.064627,3.078087,0.059260932
2014/12/17,0.024918,0.05625,0.08307,0.053292,2.527076,-0.155753505
2014/12/16,-0.013675,0.034512,0.071372,0.033442,-1.406051,0.127846171
2014/12/16,-0.013675,0.034512,0.071372,0.033442,-1.406051,0.127846171
2014/12/15,-0.01367,0.061906,0.07054,0.020178,-1.425041,0.37487602
2014/12/12,-0.016932,0.041662,0.054959,0.033364,-1.795556,-0.055198974
2014/12/11,-0.002948,0.055516,0.069996,0.046866,-0.313491,-0.617348114
2014/12/11,-0.002948,0.055516,0.069996,0.046866,-0.313491,-0.617348114
2014/12/10,-0.019015,0.055276,0.059335,0.028804,-2.06157,-0.495758726
2014/12/9,0.015303,0.031905,0.070395,0.024039,1.634049,0.105450755
2014/12/8,-0.022609,0.044364,0.049398,0.021664,-2.47007,0.007709583
2014/12/5,-0.004243,0.057159,0.057979,0.044854,-0.465515,-0.735832045
2014/12/4,-0.003795,0.051149,0.064132,0.04679,-0.418015,-0.592642823
2014/12/3,0.011341,0.062886,0.068395,0.057009,1.235039,-0.553482554
2014/12/3,0.011341,0.062886,0.068395,0.057009,1.235039,-0.553482554
2014/12/2,-0.003824,0.03824,0.058822,0.031379,-0.417992,0.072432218
2014/12/1,-0.032456,0.051539,0.055434,-0.015194,-3.667114,1.012720666
2014/11/28,-0.000588,0.05499,0.05614,0.044198,-0.066513,-1.254862229
2014/11/26,0.011905,0.055645,0.066028,0.05466,1.330048,-0.641692127
2014/11/25,-0.008682,0.056506,0.062539,0.042131,-0.978531,0.437227286
2014/11/24,0.018546,0.056036,0.073388,0.053957,2.052055,-0.384857798
2014/11/21,0.001376,0.063461,0.064004,0.050067,0.152001,-0.010953904
2014/11/20,0.014302,0.054804,0.072704,0.054254,1.558036,-0.540718666
2014/11/19,-0.006928,0.052328,0.055063,0.037378,-0.760002,-0.599380281
2014/11/18,0.012984,0.05214,0.0683,0.051678,1.406037,-0.508876206
2014/11/17,-0.001664,0.053431,0.08118,0.044489,-0.180527,-0.411919085
2014/11/14,0.012055,0.05568,0.065383,0.03758,1.292045,-0.515040999
2014/11/13,0.014112,0.057805,0.073417,0.055913,1.491555,0.079119712
2014/11/12,0.01413,0.049531,0.069201,0.049435,1.472549,-0.404397577
2014/11/11,0.007994,0.051344,0.0615,0.048443,0.826515,-1.153861864
2014/11/10,-0.001651,0.052698,0.055691,0.049318,-0.171005,-1.163347343
2014/11/7,0.002852,0.053086,0.058605,0.051149,0.29451,-0.913680931
2014/11/6,0.00286,0.054641,0.056486,0.046872,0.294502,-0.86460088
2014/11/5,0.002394,0.062033,0.06398,0.05259,0.245941,-0.769769152
2014/11/4,-0.007313,0.056779,0.058035,0.040931,-0.756736,-0.610710585
2014/11/3,0.012963,0.059319,0.079679,0.057264,1.324295,-0.19915303
2014/10/31,0.009534,0.067344,0.06764,0.059438,0.964836,-0.49291462
2014/10/30,-0.003354,0.053423,0.057264,0.042984,-0.340515,-0.646054371
2014/10/29,0.005621,0.056274,0.063405,0.053402,0.56755,-0.183575783
2014/10/28,0.015508,0.060083,0.07356,0.05958,1.541855,-0.361409294
2014/10/27,-0.001045,0.053448,0.059778,0.051941,-0.104034,-0.894610045
2014/10/24,0.00372,0.060695,0.063821,0.05414,0.368881,-0.4001122
2014/10/23,0.017866,0.068354,0.078311,0.063735,1.740509,0.523100079
2014/10/22,0.005075,0.060983,0.074085,0.058507,0.491898,0.415039413
2014/10/21,0.027165,0.091712,0.091712,0.073167,2.563438,1.428186945
2014/10/20,0.021399,0.064201,0.081952,0.063119,1.976997,0.770714123
2014/10/17,0.014648,0.070784,0.087257,0.063206,1.333741,0.411834028
2014/10/16,-0.013123,0.035598,0.059117,0.03408,-1.210778,0.564600971
2014/10/15,-0.012253,0.048815,0.061448,0.018947,-1.144569,1.670693128
2014/10/14,-0.01062,0.063309,0.064686,0.044032,-1.002686,0.239223679
2014/10/13,-0.009133,0.063463,0.068186,0.04751,-0.870239,-0.149158253
2014/10/10,-0.002871,0.053713,0.067735,0.049631,-0.274307,0.340804395
2014/10/10,-0.002871,0.053713,0.067735,0.049631,-0.274307,0.340804395
2014/10/9,0.002182,0.064927,0.073737,0.055173,0.208099,0.765302634
2014/10/8,0.020759,0.057273,0.082431,0.052455,1.939133,-0.00229091
2014/10/7,-0.008733,0.055149,0.062472,0.047721,-0.82296,-0.59073266
2014/10/6,0,0.060668,0.068096,0.055043,0,-0.784554661
2014/10/6,0,0.060668,0.068096,0.055043,0,-0.784554661
2014/10/3,-0.002803,0.052298,0.060446,0.048065,-0.264854,-0.537870717
2014/10/2,0.00726,0.058125,0.068251,0.045015,0.681076,-0.3730586
2014/10/1,-0.015583,0.055487,0.056536,0.035655,-1.485115,-0.22956575
2014/9/30,0.006393,0.064558,0.072267,0.061601,0.6054,-0.084562449
2014/9/29,-0.006352,0.035131,0.053913,0.034921,-0.6054,-0.295864174
2014/9/26,0.029427,0.064295,0.088275,0.062891,2.724258,0.188563997
2014/9/25,-0.038133,0.044282,0.04636,0.015295,-3.670181,1.638347184
2014/9/24,-0.008671,0.052222,0.059329,0.042334,-0.841858,0.104059449
2014/9/23,0.015634,0.052354,0.076832,0.051726,1.494545,0.228216219
2014/9/22,0.000991,0.065962,0.069522,0.053187,0.094597,-0.179713179
2014/9/22,0.000991,0.065962,0.069522,0.053187,0.094597,-0.179713179
2014/9/19,-0.008154,0.062359,0.062982,0.043768,-0.785126,0.516477923
2014/9/19,-0.008154,0.062359,0.062982,0.043768,-0.785126,0.516477923
2014/9/18,0.002067,0.060808,0.065179,0.056958,0.198654,-0.775015375
2014/9/17,0.007139,0.061463,0.067018,0.054336,0.681069,0.13306549
2014/9/16,-0.007576,0.03813,0.053317,0.028664,-0.728356,0.362961521
2014/9/15,-0.000295,0.069125,0.07162,0.054878,-0.028396,0.148054699
