pred_value,true_value,predict_value,true_value
0.010191080867707716,0.0,0.0,0.0
-0.074164694745183,1.0,1.0,1.0
0.04198267046248913,0.0,0.0,0.0
-0.18927462250718474,1.0,0.0,1.0
-0.22244869541817902,0.0,0.0,0.0
-0.1331517511318028,1.0,0.0,1.0
-0.11310777397708595,0.0,1.0,0.0
-0.006830960351467144,0.0,1.0,0.0
-0.04296746718400717,1.0,0.0,1.0
-0.10296441077356785,1.0,0.0,1.0
-0.05389470051535965,0.0,0.0,0.0
-0.11892053375610709,1.0,0.0,1.0
-0.10732510310375691,0.0,0.0,0.0
-0.12361747951438279,1.0,0.0,1.0
-0.1916381230326891,1.0,0.0,1.0
-0.04370227831350267,0.0,0.0,0.0
-0.15790505599746107,1.0,1.0,1.0
0.06182603486275673,0.0,0.0,0.0
-0.12146995994204282,1.0,0.0,1.0
-0.15598891211354732,0.0,0.0,0.0
-0.06767927950532734,0.0,1.0,0.0
-0.05923282762104273,1.0,0.0,1.0
-0.09475314522580802,1.0,1.0,1.0
-0.022554026997625834,0.0,0.0,0.0
-0.150654018928349,1.0,0.0,1.0
-0.14836004769326747,0.0,1.0,0.0
-0.041726455505281694,1.0,0.0,1.0
-0.09390389435434342,0.0,0.0,0.0
-0.12148485579022765,1.0,1.0,1.0
-0.019455832103431228,0.0,0.0,0.0
-0.11844213289314509,0.0,1.0,0.0
-0.018732919961452488,1.0,0.0,1.0
-0.11813568531425298,1.0,0.0,1.0
-0.11066318484143912,1.0,0.0,1.0
-0.09020658561559022,0.0,1.0,0.0
-0.03496529016369582,1.0,0.0,1.0
-0.11440459024430812,0.0,0.0,0.0
-0.13336123416924478,1.0,0.0,1.0
-0.10701549236850441,1.0,0.0,1.0
-0.11405894110960513,0.0,1.0,0.0
-0.07219559806698561,1.0,0.0,1.0
-0.08342379829579592,1.0,0.0,1.0
-0.13615415263080596,1.0,1.0,1.0
-0.03185202251100541,0.0,1.0,0.0
-0.060912407037109144,1.0,0.0,1.0
-0.17958257696712016,1.0,0.0,1.0
-0.17503608104461432,0.0,0.0,0.0
-0.1833581048307717,0.0,0.0,0.0
-0.22873652660810948,0.0,0.0,0.0
-0.10747413058062644,1.0,0.0,1.0
-0.08465318342888356,1.0,1.0,1.0
-0.03712481310063601,0.0,0.0,0.0
-0.17172029354432225,1.0,0.0,1.0
-0.17840965452888607,1.0,0.0,1.0
-0.03530903397434951,0.0,0.0,0.0
-0.11782671853253246,0.0,0.0,0.0
-0.1694469889717698,1.0,0.0,1.0
-0.11153965159514546,0.0,1.0,0.0
-0.050154363650769,0.0,0.0,0.0
-0.15147539581121505,1.0,1.0,1.0
-0.006384099058747303,1.0,1.0,1.0
0.018462020032465457,0.0,1.0,0.0
-0.041851654932364826,1.0,0.0,1.0
-0.1912695976256728,1.0,0.0,1.0
-0.1915936123984456,0.0,0.0,0.0
-0.2661878025662303,1.0,1.0,1.0
0.0480965209761858,0.0,0.0,0.0
-0.23896252284878491,1.0,1.0,1.0
0.06545835736787317,0.0,1.0,0.0
-0.0760261733430028,0.0,1.0,0.0
-0.024376146589457998,1.0,1.0,1.0
-0.05073699299255014,1.0,0.0,1.0
-0.1603113546653986,0.0,0.0,0.0
-0.11414074266830088,1.0,0.0,1.0
-0.09372601103664935,0.0,0.0,0.0
-0.20087983983793856,0.0,0.0,0.0
-0.09523286583968997,1.0,0.0,1.0
-0.06447565314219893,0.0,0.0,0.0
-0.09598757584096491,0.0,1.0,0.0
-0.04159566571237147,1.0,0.0,1.0
-0.23901391175591946,1.0,0.0,1.0
-0.11564908705615998,0.0,0.0,0.0
-0.10298591422186792,1.0,1.0,1.0
-0.05819744941139222,1.0,1.0,1.0
0.03440795121198892,0.0,0.0,0.0
-0.08650442953431607,1.0,0.0,1.0
-0.2137040470519066,0.0,0.0,0.0
-0.08273557826580108,0.0,1.0,0.0
-0.07616519477268309,1.0,0.0,1.0
-0.08153440678910912,0.0,0.0,0.0
-0.17176182500892878,0.0,0.0,0.0
-0.0530436805407852,1.0,1.0,1.0
-0.000165545946598053,1.0,0.0,1.0
-0.12006533806951344,0.0,0.0,0.0
-0.1242980322514996,1.0,1.0,1.0
-0.06139377999329567,1.0,1.0,1.0
-0.03630577497208119,1.0,1.0,1.0
-0.05484686365292967,0.0,1.0,0.0
-0.05424582856239379,1.0,1.0,1.0
0.010487377332955586,0.0,0.0,0.0
-0.16015067764455082,0.0,0.0,0.0
-0.07674669011937083,0.0,1.0,0.0
-0.07005794832089543,1.0,0.0,1.0
-0.14325216228091717,1.0,0.0,1.0
-0.1390417994874865,0.0,0.0,0.0
-0.07464767758519948,1.0,0.0,1.0
-0.032627837912380706,0.0,0.0,0.0
-0.27012141040736437,1.0,0.0,1.0
-0.19410588034266235,0.0,1.0,0.0
0.0005168466577529784,0.0,1.0,0.0
-0.07880304603935778,1.0,0.0,1.0
-0.2756841074618101,0.0,0.0,0.0
0.015782918588578693,1.0,1.0,1.0
0.010548312320470807,0.0,0.0,0.0
-0.08802986699642242,0.0,0.0,0.0
-0.18684508490079643,1.0,0.0,1.0
-0.09608679068157078,0.0,0.0,0.0
-0.15580698462614417,0.0,0.0,0.0
-0.24595966531598568,1.0,0.0,1.0
-0.184234893561244,0.0,1.0,0.0
-0.03865135802128911,1.0,0.0,1.0
-0.1139673741017431,1.0,1.0,1.0
0.0412436665586233,0.0,1.0,0.0
-0.0506640564095378,1.0,0.0,1.0
-0.19412257359960675,0.0,0.0,0.0
-0.21470760971122982,1.0,0.0,1.0
-0.14471647723057868,1.0,0.0,1.0
-0.11963296750036627,0.0,0.0,0.0
-0.1795259302855432,1.0,0.0,1.0
-0.10074493470133841,1.0,0.0,1.0
-0.05395977874235809,0.0,1.0,0.0
-0.0255452053065002,0.0,0.0,0.0
-0.14205366568812727,0.0,1.0,0.0
-0.04873829568111897,1.0,0.0,1.0
-0.15846607397565246,0.0,0.0,0.0
-0.20843872915381192,0.0,0.0,0.0
-0.28289853824937344,0.0,0.0,0.0
-0.1254875948735848,1.0,0.0,1.0
-0.12098334690244496,0.0,0.0,0.0
-0.10293318433457613,0.0,1.0,0.0
-0.07073153609906882,1.0,0.0,1.0
-0.12596814519682525,0.0,0.0,0.0
-0.15993797483944894,0.0,1.0,0.0
-0.048376648546993736,1.0,1.0,1.0
-0.08077687329927087,1.0,0.0,1.0
-0.2937227885504961,1.0,0.0,1.0
-0.11564363468037546,0.0,0.0,0.0
-0.1772411194663644,1.0,0.0,1.0
-0.06726865298250317,0.0,0.0,0.0
-0.13325513751754164,1.0,0.0,1.0
-0.12244491620407999,0.0,0.0,0.0
-0.16838798969739677,1.0,0.0,1.0
-0.29569818323576447,0.0,0.0,0.0
-0.040569596523284915,0.0,1.0,0.0
-0.060078055552035575,1.0,1.0,1.0
-0.03316417336398364,1.0,0.0,1.0
-0.14707600435049833,0.0,0.0,0.0
-0.19653638741755486,0.0,1.0,0.0
0.06793425255215166,1.0,0.0,1.0
-0.21844937601113318,0.0,0.0,0.0
-0.08252038102531434,1.0,0.0,1.0
-0.08757072901267186,1.0,1.0,1.0
-0.016857932492285968,0.0,1.0,0.0
-0.061992455100283034,1.0,1.0,1.0
-0.059778956827461725,1.0,0.0,1.0
-0.05698984193758667,0.0,0.0,0.0
-0.19099279667669533,1.0,0.0,1.0
-0.26917215213710066,0.0,0.0,0.0
-0.17992850738921762,1.0,1.0,1.0
0.032810465256631366,1.0,1.0,1.0
-0.027780912899762394,0.0,1.0,0.0
0.08391712260460851,1.0,0.0,1.0
-0.15808507285350562,0.0,0.0,0.0
-0.0876333508400023,1.0,0.0,1.0
-0.1746101800855398,0.0,0.0,0.0
-0.173259830758214,1.0,0.0,1.0
-0.09944694728785754,0.0,1.0,0.0
0.007464411779403685,1.0,0.0,1.0
-0.12858001010791958,1.0,0.0,1.0
-0.18052586274528504,0.0,1.0,0.0
-0.018618841116517792,1.0,0.0,1.0
-0.17793724031084776,0.0,0.0,0.0
-0.15894935048678516,1.0,0.0,1.0
-0.08629422293370217,0.0,0.0,0.0
-0.16618298665770886,1.0,1.0,1.0
-0.01967309919455648,1.0,0.0,1.0
-0.05219515853980184,0.0,0.0,0.0
-0.08451685634323955,1.0,0.0,1.0
-0.10910412380562723,0.0,0.0,0.0
-0.1170025500049591,1.0,0.0,1.0
-0.1585664528861046,1.0,0.0,1.0
-0.1290883406572938,0.0,0.0,0.0
-0.07884092253693939,0.0,0.0,0.0
-0.15466222630941867,1.0,0.0,1.0
-0.07933946286970378,1.0,0.0,1.0
-0.14800433413097264,1.0,0.0,1.0
-0.07249522044607998,0.0,1.0,0.0
-0.04728033888803423,0.0,1.0,0.0
0.021203450517117972,1.0,0.0,1.0
-0.11823033940704167,0.0,1.0,0.0
-0.06709310841912032,1.0,0.0,1.0
-0.19270167951667308,1.0,0.0,1.0
-0.07717013202512264,0.0,0.0,0.0
-0.3598310581436157,0.0,0.0,0.0
-0.017592697625100615,1.0,1.0,1.0
0.06989938643938301,1.0,0.0,1.0
-0.23057704487228392,0.0,0.0,0.0
-0.1645753531269133,0.0,0.0,0.0
-0.128160357621029,0.0,1.0,0.0
0.03543148350721598,0.0,0.0,0.0
-0.2725699764868021,0.0,0.0,0.0
-0.07917869031728805,1.0,0.0,1.0
-0.0510684486130029,0.0,1.0,0.0
0.05798241068220136,1.0,0.0,1.0
-0.13738898660147192,0.0,1.0,0.0
-0.04190651481980086,1.0,1.0,1.0
-0.006374977563112977,1.0,0.0,1.0
-0.13756091511809826,0.0,0.0,0.0
-0.06699444553868472,0.0,0.0,0.0
-0.14819146985793114,0.0,0.0,0.0
-0.14698728382954002,1.0,0.0,1.0
-0.07364429891259969,0.0,0.0,0.0
-0.20723731000268458,1.0,0.0,1.0
-0.09585580242672563,1.0,1.0,1.0
0.011193461766153573,0.0,1.0,0.0
-0.01760840726071597,0.0,0.0,0.0
-0.12565404447788,0.0,0.0,0.0
-0.2400636126243472,0.0,0.0,0.0
-0.04838690226861835,1.0,0.0,1.0
-0.1510489676594138,0.0,1.0,0.0
-0.10788076069952547,1.0,1.0,1.0
-0.06014354067274928,1.0,0.0,1.0
-0.13683303179638087,1.0,0.0,1.0
-0.04535764578440786,1.0,0.0,1.0
-0.08184236872026325,0.0,0.0,0.0
-0.1425998019709587,1.0,0.0,1.0
-0.07105384899464995,0.0,0.0,0.0
-0.18529036878222227,0.0,0.0,0.0
-0.2186288479834199,1.0,1.0,1.0
0.009127963121294963,0.0,1.0,0.0
-0.0379489179404974,1.0,1.0,1.0
0.03915536063647268,1.0,1.0,1.0
-0.07045292358850688,0.0,0.0,0.0
-0.12174426291742921,1.0,0.0,1.0
-0.048766626098319894,0.0,0.0,0.0
-0.0568308243354559,0.0,0.0,0.0
-0.2619573250704408,1.0,0.0,1.0
-0.03312939987325669,0.0,1.0,0.0
0.03674455429381132,1.0,0.0,1.0
-0.07564383477890492,0.0,0.0,0.0
-0.14609332064607738,1.0,1.0,1.0
0.05927999827837943,0.0,0.0,0.0
-0.09222587174901367,1.0,0.0,1.0
-0.08141536737905443,0.0,1.0,0.0
-0.012985344555616382,1.0,0.0,1.0
-0.13710703402423857,0.0,1.0,0.0
0.03557356371617315,1.0,0.0,1.0
